Group,Recipe Name,File Name,Completeness Score,Published/Removed/Merged
group_0,Steamed Egg In Pork,047_65d496b6977bcd0001feeb14.json,104,Published
group_0,Steamed Egg In Pork,050_65d496b6977bcd0001feeb14.json,104,Removed
group_0,MERGED: Steamed Egg In Pork,merged_047_65d496b6977bcd0001feeb14.json,N/A,Merged
group_1,Galunggong In Coconut Aminos,257_65d4966d977bcd0001fee980.json,104,Published
group_1,Galunggong In Coconut Aminos,260_65d4966d977bcd0001fee980.json,104,Removed
group_1,MERGED: Galunggong In Coconut Aminos,merged_257_65d4966d977bcd0001fee980.json,N/A,Merged
group_2,4 Ingredient Pancake,269_65d49656977bcd0001fee8fa.json,104,Published
group_2,4 Ingredient Pancake,272_65d49656977bcd0001fee8fa.json,104,Removed
group_2,MERGED: 4 Ingredient Pancake,merged_269_65d49656977bcd0001fee8fa.json,N/A,Merged
group_3,Buttered Cabbage,094_65d495f7977bcd0001fee6ee.json,101,Published
group_3,Buttered Cabbage,091_65d495f7977bcd0001fee6ee.json,101,Removed
group_3,MERGED: Buttered Cabbage,merged_094_65d495f7977bcd0001fee6ee.json,N/A,Merged
group_4,Wagyu Cabbage Sopas,036_65d496f4977bcd0001feec5e.json,110,Published
group_4,Wagyu Cabbage Sopas,033_65d496f4977bcd0001feec5e.json,110,Removed
group_4,MERGED: Wagyu Cabbage Sopas,merged_036_65d496f4977bcd0001feec5e.json,N/A,Merged
group_5,Enoki Carrots,332_65d495de977bcd0001fee65d.json,100,Published
group_5,Enoki Carrots,329_65d495de977bcd0001fee65d.json,100,Removed
group_5,MERGED: Enoki Carrots,merged_332_65d495de977bcd0001fee65d.json,N/A,Merged
group_6,Banana Blossom Fresh Spring Rolls,313_65d495fb977bcd0001fee706.json,109,Published
group_6,Banana Blossom Fresh Spring Rolls,316_65d495fb977bcd0001fee706.json,109,Removed
group_6,MERGED: Banana Blossom Fresh Spring Rolls,merged_313_65d495fb977bcd0001fee706.json,N/A,Merged
group_7,Homemade Spaghetti,249_65d4967e977bcd0001fee9dc.json,106,Published
group_7,Homemade Spaghetti,246_65d4967e977bcd0001fee9dc.json,106,Removed
group_7,MERGED: Homemade Spaghetti,merged_249_65d4967e977bcd0001fee9dc.json,N/A,Merged
group_8,Healthyfied,124_65d4979f977bcd0001feef91.json,105,Published
group_8,Healthyfied,127_65d4979f977bcd0001feef91.json,105,Removed
group_8,MERGED: Healthyfied,merged_124_65d4979f977bcd0001feef91.json,N/A,Merged
group_9,Prepmeal Ham Cabbage Bowl,018_65d49726977bcd0001feed55.json,106,Published
group_9,Prepmeal Ham Cabbage Bowl,021_65d49726977bcd0001feed55.json,106,Removed
group_9,MERGED: Prepmeal Ham Cabbage Bowl,merged_018_65d49726977bcd0001feed55.json,N/A,Merged
group_10,Pesto Carrot Adlai,262_65d4966b977bcd0001fee970.json,106,Published
group_10,Pesto Carrot Adlai,259_65d4966b977bcd0001fee970.json,106,Removed
group_10,MERGED: Pesto Carrot Adlai,merged_262_65d4966b977bcd0001fee970.json,N/A,Merged
group_11,Sunday Camachile,205_65d496d2977bcd0001feebbe.json,110,Published
group_11,Sunday Camachile,208_65d496d2977bcd0001feebbe.json,110,Removed
group_11,MERGED: Sunday Camachile,merged_205_65d496d2977bcd0001feebbe.json,N/A,Merged
group_12,Pea Hummus,085_65d49615977bcd0001fee79c.json,108,Published
group_12,Pea Hummus,088_65d49615977bcd0001fee79c.json,108,Removed
group_12,MERGED: Pea Hummus,merged_085_65d49615977bcd0001fee79c.json,N/A,Merged
group_13,Red Cabbage Chicken Egg Salad,239_65d49698977bcd0001feea63.json,107,Published
group_13,Red Cabbage Chicken Egg Salad,236_65d49698977bcd0001feea63.json,107,Removed
group_13,MERGED: Red Cabbage Chicken Egg Salad,merged_239_65d49698977bcd0001feea63.json,N/A,Merged
group_14,Healthyfied Lemon Orange Chicken Thighs,122_65d497a9977bcd0001feefc2.json,105,Published
group_14,Healthyfied Lemon Orange Chicken Thighs,119_65d497a9977bcd0001feefc2.json,105,Removed
group_14,MERGED: Healthyfied Lemon Orange Chicken Thighs,merged_122_65d497a9977bcd0001feefc2.json,N/A,Merged
group_15,Batutay With Mashpotato,136_65d49773977bcd0001feeeea.json,110,Published
group_15,Batutay With Mashpotato,139_65d49773977bcd0001feeeea.json,110,Removed
group_15,MERGED: Batutay With Mashpotato,merged_136_65d49773977bcd0001feeeea.json,N/A,Merged
group_16,Salad Dressing Lemon Hint Vinaigrette,108_65d495b4977bcd0001fee574.json,105,Published
group_16,Salad Dressing Lemon Hint Vinaigrette,105_65d495b4977bcd0001fee574.json,105,Removed
group_16,MERGED: Salad Dressing Lemon Hint Vinaigrette,merged_108_65d495b4977bcd0001fee574.json,N/A,Merged
group_17,Chicken Curry,050_65d496aa977bcd0001feeacd.json,110,Published
group_17,Chicken Curry,053_65d496aa977bcd0001feeacd.json,110,Removed
group_17,MERGED: Chicken Curry,merged_050_65d496aa977bcd0001feeacd.json,N/A,Merged
group_18,Steamed Boneless Bangus,012_65d49750977bcd0001feee38.json,106,Published
group_18,Steamed Boneless Bangus,015_65d49750977bcd0001feee38.json,106,Removed
group_18,MERGED: Steamed Boneless Bangus,merged_012_65d49750977bcd0001feee38.json,N/A,Merged
group_19,2018/11/06 Caulirice,066_65d4965c977bcd0001fee91b.json,107,Published
group_19,2018/11/06 Caulirice,069_65d4965c977bcd0001fee91b.json,107,Removed
group_19,MERGED: 2018/11/06 Caulirice,merged_066_65d4965c977bcd0001fee91b.json,N/A,Merged
group_20,Salad Dressing Garlic Mayo (500 Ml),057_65d49693977bcd0001feea46.json,96,Published
group_20,Salad Dressing Garlic Mayo (500 Ml),054_65d49693977bcd0001feea46.json,96,Removed
group_20,MERGED: Salad Dressing Garlic Mayo (500 Ml),merged_057_65d49693977bcd0001feea46.json,N/A,Merged
group_21,2018/10/26 Dinner,113_65d497b7977bcd0001fef007.json,105,Published
group_21,2018/10/26 Dinner,110_65d497b7977bcd0001fef007.json,105,Removed
group_21,MERGED: 2018/10/26 Dinner,merged_113_65d497b7977bcd0001fef007.json,N/A,Merged
group_22,Garlic Lemony Caulirice,336_65d495d5977bcd0001fee630.json,108,Published
group_22,Garlic Lemony Caulirice,333_65d495d5977bcd0001fee630.json,108,Removed
group_22,MERGED: Garlic Lemony Caulirice,merged_336_65d495d5977bcd0001fee630.json,N/A,Merged
group_23,Broccoli Mango Salad,010_65d4975d977bcd0001feee76.json,108,Published
group_23,Broccoli Mango Salad,013_65d4975d977bcd0001feee76.json,108,Removed
group_23,MERGED: Broccoli Mango Salad,merged_010_65d4975d977bcd0001feee76.json,N/A,Merged
group_24,Coconut Amino Garlic Broccoli,330_65d495dc977bcd0001fee655.json,104,Published
group_24,Coconut Amino Garlic Broccoli,333_65d495dc977bcd0001fee655.json,104,Removed
group_24,MERGED: Coconut Amino Garlic Broccoli,merged_330_65d495dc977bcd0001fee655.json,N/A,Merged
group_25,Red Cabbage Tamarind Salad,045_65d496cd977bcd0001feeb9e.json,105,Published
group_25,Red Cabbage Tamarind Salad,042_65d496cd977bcd0001feeb9e.json,105,Removed
group_25,MERGED: Red Cabbage Tamarind Salad,merged_045_65d496cd977bcd0001feeb9e.json,N/A,Merged
group_26,Squid In Creamy Ink,233_65d4969c977bcd0001feea77.json,110,Published
group_26,Squid In Creamy Ink,236_65d4969c977bcd0001feea77.json,110,Removed
group_26,MERGED: Squid In Creamy Ink,merged_233_65d4969c977bcd0001feea77.json,N/A,Merged
group_27,Sarsiadong Kamatis,283_65d4963c977bcd0001fee86c.json,108,Published
group_27,Sarsiadong Kamatis,280_65d4963c977bcd0001fee86c.json,108,Removed
group_27,MERGED: Sarsiadong Kamatis,merged_283_65d4963c977bcd0001fee86c.json,N/A,Merged
group_28,Ground Beef With Cheese,146_65d49761977bcd0001feee8f.json,109,Published
group_28,Ground Beef With Cheese,149_65d49761977bcd0001feee8f.json,109,Removed
group_28,MERGED: Ground Beef With Cheese,merged_146_65d49761977bcd0001feee8f.json,N/A,Merged
group_29,Tuna Sashimi Dinner,211_65d496c9977bcd0001feeb84.json,101,Published
group_29,Tuna Sashimi Dinner,208_65d496c9977bcd0001feeb84.json,101,Removed
group_29,MERGED: Tuna Sashimi Dinner,merged_211_65d496c9977bcd0001feeb84.json,N/A,Merged
group_30,Kangkong In Coconut Cream,289_65d49630977bcd0001fee834.json,108,Published
group_30,Kangkong In Coconut Cream,286_65d49630977bcd0001fee834.json,108,Removed
group_30,MERGED: Kangkong In Coconut Cream,merged_289_65d49630977bcd0001fee834.json,N/A,Merged
group_31,Chia Almond Pudding,220_65d496b9977bcd0001feeb26.json,105,Published
group_31,Chia Almond Pudding,217_65d496b9977bcd0001feeb26.json,105,Removed
group_31,MERGED: Chia Almond Pudding,merged_220_65d496b9977bcd0001feeb26.json,N/A,Merged
group_32,2018/10/11 Dinner Red Cabbage Cumin,214_65d496c4977bcd0001feeb66.json,110,Published
group_32,2018/10/11 Dinner Red Cabbage Cumin,211_65d496c4977bcd0001feeb66.json,110,Removed
group_32,MERGED: 2018/10/11 Dinner Red Cabbage Cumin,merged_214_65d496c4977bcd0001feeb66.json,N/A,Merged
group_33,2018/11/08 Dinner Mackerel,164_65d49739977bcd0001feedb8.json,99,Published
group_33,2018/11/08 Dinner Mackerel,161_65d49739977bcd0001feedb8.json,99,Removed
group_33,MERGED: 2018/11/08 Dinner Mackerel,merged_164_65d49739977bcd0001feedb8.json,N/A,Merged
group_34,Ground Beef With Cheese,139_65d4976d977bcd0001feeeca.json,109,Published
group_34,Ground Beef With Cheese,142_65d4976d977bcd0001feeeca.json,109,Removed
group_34,MERGED: Ground Beef With Cheese,merged_139_65d4976d977bcd0001feeeca.json,N/A,Merged
group_35,Seafood City Sauteed Scallops With Veggies,066_65d49669977bcd0001fee967.json,108,Published
group_35,Seafood City Sauteed Scallops With Veggies,063_65d49669977bcd0001fee967.json,108,Removed
group_35,MERGED: Seafood City Sauteed Scallops With Veggies,merged_066_65d49669977bcd0001fee967.json,N/A,Merged
group_36,Banana Blossom In Coconut Milk,299_65d4961d977bcd0001fee7cb.json,104,Published
group_36,Banana Blossom In Coconut Milk,296_65d4961d977bcd0001fee7cb.json,104,Removed
group_36,MERGED: Banana Blossom In Coconut Milk,merged_299_65d4961d977bcd0001fee7cb.json,N/A,Merged
group_37,Beef Bellpepper Bolognaise,023_65d49714977bcd0001feecfc.json,110,Published
group_37,Beef Bellpepper Bolognaise,026_65d49714977bcd0001feecfc.json,110,Removed
group_37,MERGED: Beef Bellpepper Bolognaise,merged_023_65d49714977bcd0001feecfc.json,N/A,Merged
group_38,Jackfruit In Coconut Milk,276_65d49649977bcd0001fee8b5.json,106,Published
group_38,Jackfruit In Coconut Milk,273_65d49649977bcd0001fee8b5.json,106,Removed
group_38,MERGED: Jackfruit In Coconut Milk,merged_276_65d49649977bcd0001fee8b5.json,N/A,Merged
group_39,Eggplant Bellpepper Pesto,317_65d495f9977bcd0001fee6fe.json,105,Published
group_39,Eggplant Bellpepper Pesto,314_65d495f9977bcd0001fee6fe.json,105,Removed
group_39,MERGED: Eggplant Bellpepper Pesto,merged_317_65d495f9977bcd0001fee6fe.json,N/A,Merged
group_40,Egg Garlic Spread,075_65d4964f977bcd0001fee8d2.json,104,Published
group_40,Egg Garlic Spread,072_65d4964f977bcd0001fee8d2.json,104,Removed
group_40,MERGED: Egg Garlic Spread,merged_075_65d4964f977bcd0001fee8d2.json,N/A,Merged
group_41,02/06/2019 Beef Sukiyaki Carrot Noodles,169_65d4972a977bcd0001feed6c.json,110,Published
group_41,02/06/2019 Beef Sukiyaki Carrot Noodles,172_65d4972a977bcd0001feed6c.json,110,Removed
group_41,MERGED: 02/06/2019 Beef Sukiyaki Carrot Noodles,merged_169_65d4972a977bcd0001feed6c.json,N/A,Merged
group_42,Adlai Bellpepper Rice,309_65d49605977bcd0001fee745.json,103,Published
group_42,Adlai Bellpepper Rice,306_65d49605977bcd0001fee745.json,103,Removed
group_42,MERGED: Adlai Bellpepper Rice,merged_309_65d49605977bcd0001fee745.json,N/A,Merged
group_43,Kimchi Spinach Adlai Mix,140_65d4976c977bcd0001feeec2.json,110,Published
group_43,Kimchi Spinach Adlai Mix,143_65d4976c977bcd0001feeec2.json,110,Removed
group_43,MERGED: Kimchi Spinach Adlai Mix,merged_140_65d4976c977bcd0001feeec2.json,N/A,Merged
group_44,2018/11/06 Lunch Tilapia Caulirice,231_65d4969f977bcd0001feea87.json,105,Published
group_44,2018/11/06 Lunch Tilapia Caulirice,234_65d4969f977bcd0001feea87.json,105,Removed
group_44,MERGED: 2018/11/06 Lunch Tilapia Caulirice,merged_231_65d4969f977bcd0001feea87.json,N/A,Merged
group_45,Teryaki Onion,325_65d495e5977bcd0001fee68b.json,98,Published
group_45,Teryaki Onion,328_65d495e5977bcd0001fee68b.json,98,Removed
group_45,MERGED: Teryaki Onion,merged_325_65d495e5977bcd0001fee68b.json,N/A,Merged
group_46,Taragon Buttered Tuna,061_65d49679977bcd0001fee9c0.json,105,Published
group_46,Taragon Buttered Tuna,064_65d49679977bcd0001fee9c0.json,105,Removed
group_46,MERGED: Taragon Buttered Tuna,merged_061_65d49679977bcd0001fee9c0.json,N/A,Merged
group_47,Vegetable Platter,020_65d49734977bcd0001feeda3.json,109,Published
group_47,Vegetable Platter,017_65d49734977bcd0001feeda3.json,109,Removed
group_47,MERGED: Vegetable Platter,merged_020_65d49734977bcd0001feeda3.json,N/A,Merged
group_48,Tortang Dulong,258_65d49670977bcd0001fee98e.json,105,Published
group_48,Tortang Dulong,255_65d49670977bcd0001fee98e.json,105,Removed
group_48,MERGED: Tortang Dulong,merged_258_65d49670977bcd0001fee98e.json,N/A,Merged
group_49,2019/10/01 Dinner,265_65d49663977bcd0001fee941.json,104,Published
group_49,2019/10/01 Dinner,262_65d49663977bcd0001fee941.json,104,Removed
group_49,MERGED: 2019/10/01 Dinner,merged_265_65d49663977bcd0001fee941.json,N/A,Merged
group_50,Edamame Pasta Meal,132_65d4978f977bcd0001feef41.json,110,Published
group_50,Edamame Pasta Meal,129_65d4978f977bcd0001feef41.json,110,Removed
group_50,MERGED: Edamame Pasta Meal,merged_132_65d4978f977bcd0001feef41.json,N/A,Merged
group_51,Boiled Eggplant Ensalada,102_65d495c1977bcd0001fee5ba.json,104,Published
group_51,Boiled Eggplant Ensalada,105_65d495c1977bcd0001fee5ba.json,104,Removed
group_51,MERGED: Boiled Eggplant Ensalada,merged_102_65d495c1977bcd0001fee5ba.json,N/A,Merged
group_52,Pan Grilled Bangus,242_65d4968b977bcd0001feea18.json,103,Published
group_52,Pan Grilled Bangus,245_65d4968b977bcd0001feea18.json,103,Removed
group_52,MERGED: Pan Grilled Bangus,merged_242_65d4968b977bcd0001feea18.json,N/A,Merged
group_53,Garlic Pepper Salmon Belly,111_65d497b6977bcd0001feefff.json,97,Published
group_53,Garlic Pepper Salmon Belly,114_65d497b6977bcd0001feefff.json,97,Removed
group_53,MERGED: Garlic Pepper Salmon Belly,merged_111_65d497b6977bcd0001feefff.json,N/A,Merged
group_54,2018/11/20 Lunch,117_65d497ac977bcd0001feefd3.json,99,Published
group_54,2018/11/20 Lunch,120_65d497ac977bcd0001feefd3.json,99,Removed
group_54,MERGED: 2018/11/20 Lunch,merged_117_65d497ac977bcd0001feefd3.json,N/A,Merged
group_55,Garlic Cheddar Cauliflower,277_65d49644977bcd0001fee897.json,107,Published
group_55,Garlic Cheddar Cauliflower,280_65d49644977bcd0001fee897.json,107,Removed
group_55,MERGED: Garlic Cheddar Cauliflower,merged_277_65d49644977bcd0001fee897.json,N/A,Merged
group_56,Ensaladang Kamatis,345_65d495c5977bcd0001fee5d1.json,106,Published
group_56,Ensaladang Kamatis,342_65d495c5977bcd0001fee5d1.json,106,Removed
group_56,MERGED: Ensaladang Kamatis,merged_345_65d495c5977bcd0001fee5d1.json,N/A,Merged
group_57,Scrambled Egg With Bacon Mushroom,155_65d4974d977bcd0001feee27.json,104,Published
group_57,Scrambled Egg With Bacon Mushroom,152_65d4974d977bcd0001feee27.json,104,Removed
group_57,MERGED: Scrambled Egg With Bacon Mushroom,merged_155_65d4974d977bcd0001feee27.json,N/A,Merged
group_58,Naked Burrito,014_65d49752977bcd0001feee41.json,110,Published
group_58,Naked Burrito,011_65d49752977bcd0001feee41.json,110,Removed
group_58,MERGED: Naked Burrito,merged_014_65d49752977bcd0001feee41.json,N/A,Merged
group_59,Carrot Adlai Garlic Rice,305_65d49607977bcd0001fee74d.json,104,Published
group_59,Carrot Adlai Garlic Rice,308_65d49607977bcd0001fee74d.json,104,Removed
group_59,MERGED: Carrot Adlai Garlic Rice,merged_305_65d49607977bcd0001fee74d.json,N/A,Merged
group_60,Soy Chocolate Collagen,293_65d49627977bcd0001fee801.json,103,Published
group_60,Soy Chocolate Collagen,290_65d49627977bcd0001fee801.json,103,Removed
group_60,MERGED: Soy Chocolate Collagen,merged_293_65d49627977bcd0001fee801.json,N/A,Merged
group_61,2018/10/22 Broccoli Beef Bowl,151_65d49753977bcd0001feee49.json,110,Published
group_61,2018/10/22 Broccoli Beef Bowl,154_65d49753977bcd0001feee49.json,110,Removed
group_61,MERGED: 2018/10/22 Broccoli Beef Bowl,merged_151_65d49753977bcd0001feee49.json,N/A,Merged
group_62,Zucchini Corn Radish Salad,324_65d495ef977bcd0001fee6c1.json,107,Published
group_62,Zucchini Corn Radish Salad,321_65d495ef977bcd0001fee6c1.json,107,Removed
group_62,MERGED: Zucchini Corn Radish Salad,merged_324_65d495ef977bcd0001fee6c1.json,N/A,Merged
group_63,Soy Free Beef Steak,080_65d4963b977bcd0001fee864.json,105,Published
group_63,Soy Free Beef Steak,077_65d4963b977bcd0001fee864.json,105,Removed
group_63,MERGED: Soy Free Beef Steak,merged_080_65d4963b977bcd0001fee864.json,N/A,Merged
group_64,Sweet Garlic Chicken,167_65d49731977bcd0001feed93.json,105,Published
group_64,Sweet Garlic Chicken,164_65d49731977bcd0001feed93.json,105,Removed
group_64,MERGED: Sweet Garlic Chicken,merged_167_65d49731977bcd0001feed93.json,N/A,Merged
group_65,Banana Blossom Beef Sisig,264_65d49660977bcd0001fee933.json,107,Published
group_65,Banana Blossom Beef Sisig,267_65d49660977bcd0001fee933.json,107,Removed
group_65,MERGED: Banana Blossom Beef Sisig,merged_264_65d49660977bcd0001fee933.json,N/A,Merged
group_66,2019/01/15 Tuesday Dinner,263_65d49668977bcd0001fee960.json,107,Published
group_66,2019/01/15 Tuesday Dinner,260_65d49668977bcd0001fee960.json,107,Removed
group_66,MERGED: 2019/01/15 Tuesday Dinner,merged_263_65d49668977bcd0001fee960.json,N/A,Merged
group_67,Ribeye Quinoa Bowl,130_65d4978d977bcd0001feef3a.json,106,Published
group_67,Ribeye Quinoa Bowl,133_65d4978d977bcd0001feef3a.json,106,Removed
group_67,MERGED: Ribeye Quinoa Bowl,merged_130_65d4978d977bcd0001feef3a.json,N/A,Merged
group_68,Dory Blossom Salad,282_65d49639977bcd0001fee854.json,110,Published
group_68,Dory Blossom Salad,285_65d49639977bcd0001fee854.json,110,Removed
group_68,MERGED: Dory Blossom Salad,merged_282_65d49639977bcd0001fee854.json,N/A,Merged
group_69,Parmesan Corn,089_65d49609977bcd0001fee75d.json,98,Published
group_69,Parmesan Corn,092_65d49609977bcd0001fee75d.json,98,Removed
group_69,MERGED: Parmesan Corn,merged_089_65d49609977bcd0001fee75d.json,N/A,Merged
group_70,Kimchi Bone Marrow Ramen,061_65d49686977bcd0001feea0a.json,110,Published
group_70,Kimchi Bone Marrow Ramen,058_65d49686977bcd0001feea0a.json,110,Removed
group_70,MERGED: Kimchi Bone Marrow Ramen,merged_061_65d49686977bcd0001feea0a.json,N/A,Merged
group_71,Chopseuy,100_65d495db977bcd0001fee64e.json,110,Published
group_71,Chopseuy,097_65d495db977bcd0001fee64e.json,110,Removed
group_71,MERGED: Chopseuy,merged_100_65d495db977bcd0001fee64e.json,N/A,Merged
group_72,Dried Chicken Arrozcaldo,153_65d4974a977bcd0001feee16.json,109,Published
group_72,Dried Chicken Arrozcaldo,156_65d4974a977bcd0001feee16.json,109,Removed
group_72,MERGED: Dried Chicken Arrozcaldo,merged_153_65d4974a977bcd0001feee16.json,N/A,Merged
group_73,Eggplant Egg,340_65d495ce977bcd0001fee608.json,102,Published
group_73,Eggplant Egg,337_65d495ce977bcd0001fee608.json,102,Removed
group_73,MERGED: Eggplant Egg,merged_340_65d495ce977bcd0001fee608.json,N/A,Merged
group_74,Vegetable Tamarind Miso Sinigang (Sour Soup),086_65d49619977bcd0001fee7b5.json,110,Published
group_74,Vegetable Tamarind Miso Sinigang (Sour Soup),083_65d49619977bcd0001fee7b5.json,110,Removed
group_74,MERGED: Vegetable Tamarind Miso Sinigang (Sour Soup),merged_086_65d49619977bcd0001fee7b5.json,N/A,Merged
group_75,Balsamic Cabbage Slaw,090_65d49602977bcd0001fee735.json,102,Published
group_75,Balsamic Cabbage Slaw,093_65d49602977bcd0001fee735.json,102,Removed
group_75,MERGED: Balsamic Cabbage Slaw,merged_090_65d49602977bcd0001fee735.json,N/A,Merged
group_76,Pumpkin Carrot Spinach Soup,297_65d4961a977bcd0001fee7bb.json,110,Published
group_76,Pumpkin Carrot Spinach Soup,300_65d4961a977bcd0001fee7bb.json,110,Removed
group_76,MERGED: Pumpkin Carrot Spinach Soup,merged_297_65d4961a977bcd0001fee7bb.json,N/A,Merged
group_77,Angus Steak And Salad,137_65d49776977bcd0001feeefa.json,109,Published
group_77,Angus Steak And Salad,134_65d49776977bcd0001feeefa.json,109,Removed
group_77,MERGED: Angus Steak And Salad,merged_137_65d49776977bcd0001feeefa.json,N/A,Merged
group_78,Beef Kangkong In Soy,275_65d49647977bcd0001fee8a6.json,106,Published
group_78,Beef Kangkong In Soy,278_65d49647977bcd0001fee8a6.json,106,Removed
group_78,MERGED: Beef Kangkong In Soy,merged_275_65d49647977bcd0001fee8a6.json,N/A,Merged
group_79,Chicken Squash Soup,231_65d496a3977bcd0001feea9e.json,108,Published
group_79,Chicken Squash Soup,228_65d496a3977bcd0001feea9e.json,108,Removed
group_79,MERGED: Chicken Squash Soup,merged_231_65d496a3977bcd0001feea9e.json,N/A,Merged
group_80,Green Bellpepper And Carrot,328_65d495e0977bcd0001fee66d.json,99,Published
group_80,Green Bellpepper And Carrot,331_65d495e0977bcd0001fee66d.json,99,Removed
group_80,MERGED: Green Bellpepper And Carrot,merged_328_65d495e0977bcd0001fee66d.json,N/A,Merged
group_81,2018/10/24 Breakfast Broccoli Salad,223_65d496ae977bcd0001feeae4.json,108,Published
group_81,2018/10/24 Breakfast Broccoli Salad,226_65d496ae977bcd0001feeae4.json,108,Removed
group_81,MERGED: 2018/10/24 Breakfast Broccoli Salad,merged_223_65d496ae977bcd0001feeae4.json,N/A,Merged
group_82,Tomato Spinach Fusilli Pasta,230_65d496a0977bcd0001feea8f.json,108,Published
group_82,Tomato Spinach Fusilli Pasta,233_65d496a0977bcd0001feea8f.json,108,Removed
group_82,MERGED: Tomato Spinach Fusilli Pasta,merged_230_65d496a0977bcd0001feea8f.json,N/A,Merged
group_83,Yellow Zucchini Pesto Past,185_65d49708977bcd0001feecc1.json,106,Published
group_83,Yellow Zucchini Pesto Past,182_65d49708977bcd0001feecc1.json,106,Removed
group_83,MERGED: Yellow Zucchini Pesto Past,merged_185_65d49708977bcd0001feecc1.json,N/A,Merged
group_84,Omega 3 Infused Asparagus,104_65d495c6977bcd0001fee5d9.json,102,Published
group_84,Omega 3 Infused Asparagus,101_65d495c6977bcd0001fee5d9.json,102,Removed
group_84,MERGED: Omega 3 Infused Asparagus,merged_104_65d495c6977bcd0001fee5d9.json,N/A,Merged
group_85,2019/01/05 Salad Stop Make Your Own,246_65d49682977bcd0001fee9f2.json,110,Published
group_85,2019/01/05 Salad Stop Make Your Own,243_65d49682977bcd0001fee9f2.json,110,Removed
group_85,MERGED: 2019/01/05 Salad Stop Make Your Own,merged_246_65d49682977bcd0001fee9f2.json,N/A,Merged
group_86,Eggplant In Caramelized Tomato,343_65d495ca977bcd0001fee5f0.json,104,Published
group_86,Eggplant In Caramelized Tomato,340_65d495ca977bcd0001fee5f0.json,104,Removed
group_86,MERGED: Eggplant In Caramelized Tomato,merged_343_65d495ca977bcd0001fee5f0.json,N/A,Merged
group_87,Mashed Unripe Plantain,067_65d4965b977bcd0001fee915.json,105,Published
group_87,Mashed Unripe Plantain,070_65d4965b977bcd0001fee915.json,105,Removed
