Group,Recipe Name,File Name,Completeness Score,Published/Removed/Merged
group_87,MERGED: Mashed Unripe Plantain,merged_067_65d4965b977bcd0001fee915.json,N/A,Merged
group_88,Taco Omellete In Bellpepper,267_65d49658977bcd0001fee906.json,109,Published
group_88,Taco Omellete In Bellpepper,270_65d49658977bcd0001fee906.json,109,Removed
group_88,MERGED: Taco Omellete In Bellpepper,merged_267_65d49658977bcd0001fee906.json,N/A,Merged
group_89,Camomile Cranberry Green Milk Tea,335_65d495d2977bcd0001fee620.json,102,Published
group_89,Camomile Cranberry Green Milk Tea,338_65d495d2977bcd0001fee620.json,102,Removed
group_89,MERGED: Camomile Cranberry Green Milk Tea,merged_335_65d495d2977bcd0001fee620.json,N/A,Merged
group_90,Globe Lunch,214_65d496bd977bcd0001feeb3b.json,103,Published
group_90,Globe Lunch,217_65d496bd977bcd0001feeb3b.json,103,Removed
group_90,MERGED: Globe Lunch,merged_214_65d496bd977bcd0001feeb3b.json,N/A,Merged
group_91,Beef Yakiniku,063_65d49684977bcd0001fee9f9.json,107,Published
group_91,Beef Yakiniku,060_65d49684977bcd0001fee9f9.json,107,Removed
group_91,MERGED: Beef Yakiniku,merged_063_65d49684977bcd0001fee9f9.json,N/A,Merged
group_92,Bellpepper Quinoa,079_65d4962d977bcd0001fee826.json,102,Published
group_92,Bellpepper Quinoa,082_65d4962d977bcd0001fee826.json,102,Removed
group_92,MERGED: Bellpepper Quinoa,merged_079_65d4962d977bcd0001fee826.json,N/A,Merged
group_93,Cream Dory Beet Pesto Pasta,254_65d49677977bcd0001fee9b2.json,108,Published
group_93,Cream Dory Beet Pesto Pasta,251_65d49677977bcd0001fee9b2.json,108,Removed
group_93,MERGED: Cream Dory Beet Pesto Pasta,merged_254_65d49677977bcd0001fee9b2.json,N/A,Merged
group_94,Low Sugar Adlai Arrozcaldo,016_65d4974f977bcd0001feee30.json,108,Published
group_94,Low Sugar Adlai Arrozcaldo,013_65d4974f977bcd0001feee30.json,108,Removed
group_94,MERGED: Low Sugar Adlai Arrozcaldo,merged_016_65d4974f977bcd0001feee30.json,N/A,Merged
group_95,Shirataki Cashew Pesto,307_65d49604977bcd0001fee73d.json,103,Published
group_95,Shirataki Cashew Pesto,310_65d49604977bcd0001fee73d.json,103,Removed
group_95,MERGED: Shirataki Cashew Pesto,merged_307_65d49604977bcd0001fee73d.json,N/A,Merged
group_96,03/21 Cheap Steak,121_65d497ab977bcd0001feefca.json,110,Published
group_96,03/21 Cheap Steak,118_65d497ab977bcd0001feefca.json,110,Removed
group_96,MERGED: 03/21 Cheap Steak,merged_121_65d497ab977bcd0001feefca.json,N/A,Merged
group_97,Guacamole,080_65d49629977bcd0001fee810.json,104,Published
group_97,Guacamole,083_65d49629977bcd0001fee810.json,104,Removed
group_97,MERGED: Guacamole,merged_080_65d49629977bcd0001fee810.json,N/A,Merged
group_98,Tinola,245_65d49680977bcd0001fee9e3.json,107,Published
group_98,Tinola,248_65d49680977bcd0001fee9e3.json,107,Removed
group_98,MERGED: Tinola,merged_245_65d49680977bcd0001fee9e3.json,N/A,Merged
group_99,Garlic Egg Drop Bacon Soup,039_65d496d7977bcd0001feebda.json,109,Published
group_99,Garlic Egg Drop Bacon Soup,042_65d496d7977bcd0001feebda.json,109,Removed
group_99,MERGED: Garlic Egg Drop Bacon Soup,merged_039_65d496d7977bcd0001feebda.json,N/A,Merged
group_100,Beef Carrot Sweet Ginger,204_65d496d3977bcd0001feebc5.json,110,Published
group_100,Beef Carrot Sweet Ginger,207_65d496d3977bcd0001feebc5.json,110,Removed
group_100,MERGED: Beef Carrot Sweet Ginger,merged_204_65d496d3977bcd0001feebc5.json,N/A,Merged
group_101,Honey Garlic Beef Yakiniku With Carrot Pasta,194_65d496ec977bcd0001feec39.json,105,Published
group_101,Honey Garlic Beef Yakiniku With Carrot Pasta,191_65d496ec977bcd0001feec39.json,105,Removed
group_101,MERGED: Honey Garlic Beef Yakiniku With Carrot Pasta,merged_194_65d496ec977bcd0001feec39.json,N/A,Merged
group_102,Low Cal Refreshing Salad,230_65d496a4977bcd0001feeaa7.json,107,Published
group_102,Low Cal Refreshing Salad,227_65d496a4977bcd0001feeaa7.json,107,Removed
group_102,MERGED: Low Cal Refreshing Salad,merged_230_65d496a4977bcd0001feeaa7.json,N/A,Merged
group_103,2018/12/05 Burger Lunch,167_65d4972d977bcd0001feed7b.json,105,Published
group_103,2018/12/05 Burger Lunch,170_65d4972d977bcd0001feed7b.json,105,Removed
group_103,MERGED: 2018/12/05 Burger Lunch,merged_167_65d4972d977bcd0001feed7b.json,N/A,Merged
group_104,Bolognese Sauce,060_65d49688977bcd0001feea11.json,103,Published
group_104,Bolognese Sauce,057_65d49688977bcd0001feea11.json,103,Removed
group_104,MERGED: Bolognese Sauce,merged_060_65d49688977bcd0001feea11.json,N/A,Merged
group_105,Flourless Takoyaki,087_65d49618977bcd0001fee7ae.json,105,Published
group_105,Flourless Takoyaki,084_65d49618977bcd0001fee7ae.json,105,Removed
group_105,MERGED: Flourless Takoyaki,merged_087_65d49618977bcd0001fee7ae.json,N/A,Merged
group_106,Dynamite,076_65d4964a977bcd0001fee8bc.json,106,Published
group_106,Dynamite,073_65d4964a977bcd0001fee8bc.json,106,Removed
group_106,MERGED: Dynamite,merged_076_65d4964a977bcd0001fee8bc.json,N/A,Merged
group_107,Eggplant Lasagna,043_65d496d1977bcd0001feebb6.json,110,Published
group_107,Eggplant Lasagna,040_65d496d1977bcd0001feebb6.json,110,Removed
group_107,MERGED: Eggplant Lasagna,merged_043_65d496d1977bcd0001feebb6.json,N/A,Merged
group_108,Orange Amino Sauce,347_65d495c3977bcd0001fee5c1.json,102,Published
group_108,Orange Amino Sauce,344_65d495c3977bcd0001fee5c1.json,102,Removed
group_108,MERGED: Orange Amino Sauce,merged_347_65d495c3977bcd0001fee5c1.json,N/A,Merged
group_109,Bokchoy Shitake Veggies,317_65d495f4977bcd0001fee6e0.json,108,Published
group_109,Bokchoy Shitake Veggies,320_65d495f4977bcd0001fee6e0.json,108,Removed
group_109,MERGED: Bokchoy Shitake Veggies,merged_317_65d495f4977bcd0001fee6e0.json,N/A,Merged
group_110,No Oil French Toast,294_65d49625977bcd0001fee7f9.json,103,Published
group_110,No Oil French Toast,291_65d49625977bcd0001fee7f9.json,103,Removed
group_110,MERGED: No Oil French Toast,merged_294_65d49625977bcd0001fee7f9.json,N/A,Merged
group_111,2018/10/09 Dinner Vegetables (Meat Is Chicken Tomato),201_65d496d9977bcd0001feebe0.json,109,Published
group_111,2018/10/09 Dinner Vegetables (Meat Is Chicken Tomato),204_65d496d9977bcd0001feebe0.json,109,Removed
group_111,MERGED: 2018/10/09 Dinner Vegetables (Meat Is Chicken Tomato),merged_201_65d496d9977bcd0001feebe0.json,N/A,Merged
group_112,Salmon Vegetable Pancake (Copy),003_65d49795977bcd0001feef61.json,110,Published
group_112,Salmon Vegetable Pancake (Copy),006_65d49795977bcd0001feef61.json,110,Removed
group_112,MERGED: Salmon Vegetable Pancake (Copy),merged_003_65d49795977bcd0001feef61.json,N/A,Merged
group_113,2018/11/28 Dinner,178_65d49720977bcd0001feed38.json,108,Published
group_113,2018/11/28 Dinner,175_65d49720977bcd0001feed38.json,108,Removed
group_113,MERGED: 2018/11/28 Dinner,merged_178_65d49720977bcd0001feed38.json,N/A,Merged
group_114,Rainbow Chicken,288_65d49631977bcd0001fee83b.json,107,Published
group_114,Rainbow Chicken,285_65d49631977bcd0001fee83b.json,107,Removed
group_114,MERGED: Rainbow Chicken,merged_288_65d49631977bcd0001fee83b.json,N/A,Merged
group_115,Adobo Puttanesca,136_65d4977c977bcd0001feef1a.json,110,Published
group_115,Adobo Puttanesca,133_65d4977c977bcd0001feef1a.json,110,Removed
group_115,MERGED: Adobo Puttanesca,merged_136_65d4977c977bcd0001feef1a.json,N/A,Merged
group_116,Tuna Tomato Bowl,027_65d49712977bcd0001feecf4.json,110,Published
group_116,Tuna Tomato Bowl,024_65d49712977bcd0001feecf4.json,110,Removed
group_116,MERGED: Tuna Tomato Bowl,merged_027_65d49712977bcd0001feecf4.json,N/A,Merged
group_117,Cucumber Ensalada,342_65d495cb977bcd0001fee5f8.json,103,Published
group_117,Cucumber Ensalada,339_65d495cb977bcd0001fee5f8.json,103,Removed
group_117,MERGED: Cucumber Ensalada,merged_342_65d495cb977bcd0001fee5f8.json,N/A,Merged
group_118,Salad Stop Create Your Own,327_65d495e7977bcd0001fee692.json,110,Published
group_118,Salad Stop Create Your Own,324_65d495e7977bcd0001fee692.json,110,Removed
group_118,MERGED: Salad Stop Create Your Own,merged_327_65d495e7977bcd0001fee692.json,N/A,Merged
group_119,Healthtyfied Kimchi Curry Soup,147_65d4975b977bcd0001feee6d.json,110,Published
group_119,Healthtyfied Kimchi Curry Soup,150_65d4975b977bcd0001feee6d.json,110,Removed
group_119,MERGED: Healthtyfied Kimchi Curry Soup,merged_147_65d4975b977bcd0001feee6d.json,N/A,Merged
group_120,Zucchini Carrot Tomato Pesto Pasta,174_65d49727977bcd0001feed5d.json,108,Published
group_120,Zucchini Carrot Tomato Pesto Pasta,171_65d49727977bcd0001feed5d.json,108,Removed
group_120,MERGED: Zucchini Carrot Tomato Pesto Pasta,merged_174_65d49727977bcd0001feed5d.json,N/A,Merged
group_121,Cajun Shrimp,054_65d496a9977bcd0001feeac5.json,108,Published
group_121,Cajun Shrimp,051_65d496a9977bcd0001feeac5.json,108,Removed
group_121,MERGED: Cajun Shrimp,merged_054_65d496a9977bcd0001feeac5.json,N/A,Merged
group_122,Mashed Sweet Potato,298_65d49616977bcd0001fee7a7.json,102,Published
group_122,Mashed Sweet Potato,301_65d49616977bcd0001fee7a7.json,102,Removed
group_122,MERGED: Mashed Sweet Potato,merged_298_65d49616977bcd0001fee7a7.json,N/A,Merged
group_123,Tomato Alpine Penne Pasta,277_65d49648977bcd0001fee8ae.json,106,Published
group_123,Tomato Alpine Penne Pasta,274_65d49648977bcd0001fee8ae.json,106,Removed
group_123,MERGED: Tomato Alpine Penne Pasta,merged_277_65d49648977bcd0001fee8ae.json,N/A,Merged
group_124,Gusto! Sesame Soy Bowl All Green No Sauce,176_65d49723977bcd0001feed46.json,107,Published
group_124,Gusto! Sesame Soy Bowl All Green No Sauce,173_65d49723977bcd0001feed46.json,107,Removed
group_124,MERGED: Gusto! Sesame Soy Bowl All Green No Sauce,merged_176_65d49723977bcd0001feed46.json,N/A,Merged
group_125,Creamy Pesto Potato Salad,247_65d4967d977bcd0001fee9d5.json,106,Published
group_125,Creamy Pesto Potato Salad,250_65d4967d977bcd0001fee9d5.json,106,Removed
group_125,MERGED: Creamy Pesto Potato Salad,merged_247_65d4967d977bcd0001fee9d5.json,N/A,Merged
group_126,Soy Veggies,084_65d49622977bcd0001fee7eb.json,110,Published
group_126,Soy Veggies,081_65d49622977bcd0001fee7eb.json,110,Removed
group_126,MERGED: Soy Veggies,merged_084_65d49622977bcd0001fee7eb.json,N/A,Merged
group_127,Sweet Style Carrot Spaghetti,155_65d49744977bcd0001feedf6.json,105,Published
group_127,Sweet Style Carrot Spaghetti,158_65d49744977bcd0001feedf6.json,105,Removed
group_127,MERGED: Sweet Style Carrot Spaghetti,merged_155_65d49744977bcd0001feedf6.json,N/A,Merged
group_128,Ginataang Tambakol (Yellow Fin Tuna),198_65d496e5977bcd0001feec19.json,108,Published
group_128,Ginataang Tambakol (Yellow Fin Tuna),195_65d496e5977bcd0001feec19.json,108,Removed
group_128,MERGED: Ginataang Tambakol (Yellow Fin Tuna),merged_198_65d496e5977bcd0001feec19.json,N/A,Merged
group_129,Coconut Banana Pancake,237_65d4969a977bcd0001feea71.json,106,Published
group_129,Coconut Banana Pancake,234_65d4969a977bcd0001feea71.json,106,Removed
group_129,MERGED: Coconut Banana Pancake,merged_237_65d4969a977bcd0001feea71.json,N/A,Merged
group_130,Rice Alt Buttered Carrot And Beans,097_65d495e9977bcd0001fee6a2.json,103,Published
group_130,Rice Alt Buttered Carrot And Beans,094_65d495e9977bcd0001fee6a2.json,103,Removed
group_130,MERGED: Rice Alt Buttered Carrot And Beans,merged_097_65d495e9977bcd0001fee6a2.json,N/A,Merged
group_131,Balsamic Chicken Tomato Salad,281_65d4963a977bcd0001fee85d.json,107,Published
group_131,Balsamic Chicken Tomato Salad,284_65d4963a977bcd0001fee85d.json,107,Removed
group_131,MERGED: Balsamic Chicken Tomato Salad,merged_281_65d4963a977bcd0001fee85d.json,N/A,Merged
group_132,Greek Yogurt Vinaigrette,287_65d49635977bcd0001fee844.json,101,Published
group_132,Greek Yogurt Vinaigrette,284_65d49635977bcd0001fee844.json,101,Removed
group_132,MERGED: Greek Yogurt Vinaigrette,merged_287_65d49635977bcd0001fee844.json,N/A,Merged
group_133,High Protein Seafood Salad Without Sauce,197_65d496e1977bcd0001feec05.json,105,Published
group_133,High Protein Seafood Salad Without Sauce,200_65d496e1977bcd0001feec05.json,105,Removed
group_133,MERGED: High Protein Seafood Salad Without Sauce,merged_197_65d496e1977bcd0001feec05.json,N/A,Merged
group_134,Garlic Broccoli,093_65d495eb977bcd0001fee6aa.json,103,Published
group_134,Garlic Broccoli,096_65d495eb977bcd0001fee6aa.json,103,Removed
group_134,MERGED: Garlic Broccoli,merged_093_65d495eb977bcd0001fee6aa.json,N/A,Merged
group_135,Keto Almond Pita Egg Salami,123_65d497a7977bcd0001feefb9.json,101,Published
group_135,Keto Almond Pita Egg Salami,120_65d497a7977bcd0001feefb9.json,101,Removed
group_135,MERGED: Keto Almond Pita Egg Salami,merged_123_65d497a7977bcd0001feefb9.json,N/A,Merged
group_136,Pesto Pasta Oolong Tea With Meatballs,115_65d497af977bcd0001feefe1.json,105,Published
group_136,Pesto Pasta Oolong Tea With Meatballs,118_65d497af977bcd0001feefe1.json,105,Removed
group_136,MERGED: Pesto Pasta Oolong Tea With Meatballs,merged_115_65d497af977bcd0001feefe1.json,N/A,Merged
group_137,Pork And Mushrooms,033_65d496fd977bcd0001feec8e.json,110,Published
group_137,Pork And Mushrooms,030_65d496fd977bcd0001feec8e.json,110,Removed
group_137,MERGED: Pork And Mushrooms,merged_033_65d496fd977bcd0001feec8e.json,N/A,Merged
group_138,2018/10/26 Lunch Eggplant Salad,185_65d49704977bcd0001feecad.json,109,Published
group_138,2018/10/26 Lunch Eggplant Salad,188_65d49704977bcd0001feecad.json,109,Removed
group_138,MERGED: 2018/10/26 Lunch Eggplant Salad,merged_185_65d49704977bcd0001feecad.json,N/A,Merged
group_139,Tofu Sisig With Egg,072_65d49654977bcd0001fee8f3.json,110,Published
group_139,Tofu Sisig With Egg,069_65d49654977bcd0001fee8f3.json,110,Removed
group_139,MERGED: Tofu Sisig With Egg,merged_072_65d49654977bcd0001fee8f3.json,N/A,Merged
group_140,Tuna In Citrus Soy Sauce,041_65d496d0977bcd0001feebad.json,109,Published
group_140,Tuna In Citrus Soy Sauce,044_65d496d0977bcd0001feebad.json,109,Removed
group_140,MERGED: Tuna In Citrus Soy Sauce,merged_041_65d496d0977bcd0001feebad.json,N/A,Merged
group_141,Colorful Ensalada,334_65d495d4977bcd0001fee628.json,108,Published
group_141,Colorful Ensalada,337_65d495d4977bcd0001fee628.json,108,Removed
group_141,MERGED: Colorful Ensalada,merged_334_65d495d4977bcd0001fee628.json,N/A,Merged
group_142,Healthyfied Saturday Liver,124_65d497a5977bcd0001feefb1.json,104,Published
group_142,Healthyfied Saturday Liver,121_65d497a5977bcd0001feefb1.json,104,Removed
group_142,MERGED: Healthyfied Saturday Liver,merged_124_65d497a5977bcd0001feefb1.json,N/A,Merged
group_143,2010/10/10 Lunch,126_65d497a0977bcd0001feef99.json,102,Published
group_143,2010/10/10 Lunch,123_65d497a0977bcd0001feef99.json,102,Removed
group_143,MERGED: 2010/10/10 Lunch,merged_126_65d497a0977bcd0001feef99.json,N/A,Merged
group_144,Gourmet Pesto Chicken,268_65d4965f977bcd0001fee92a.json,103,Published
group_144,Gourmet Pesto Chicken,265_65d4965f977bcd0001fee92a.json,103,Removed
group_144,MERGED: Gourmet Pesto Chicken,merged_268_65d4965f977bcd0001fee92a.json,N/A,Merged
group_145,Herbed Beef Sukiyaki,278_65d49642977bcd0001fee888.json,110,Published
group_145,Herbed Beef Sukiyaki,281_65d49642977bcd0001fee888.json,110,Removed
group_145,MERGED: Herbed Beef Sukiyaki,merged_278_65d49642977bcd0001fee888.json,N/A,Merged
group_146,Binakol,044_65d496c6977bcd0001feeb6e.json,108,Published
group_146,Binakol,047_65d496c6977bcd0001feeb6e.json,108,Removed
group_146,MERGED: Binakol,merged_044_65d496c6977bcd0001feeb6e.json,N/A,Merged
group_147,No Bake Eggplant Lasagna,294_65d4961f977bcd0001fee7dc.json,110,Published
group_147,No Bake Eggplant Lasagna,297_65d4961f977bcd0001fee7dc.json,110,Removed
group_147,MERGED: No Bake Eggplant Lasagna,merged_294_65d4961f977bcd0001fee7dc.json,N/A,Merged
group_148,Beef With Mushroom,192_65d496ea977bcd0001feec30.json,110,Published
group_148,Beef With Mushroom,195_65d496ea977bcd0001feec30.json,110,Removed
group_148,MERGED: Beef With Mushroom,merged_192_65d496ea977bcd0001feec30.json,N/A,Merged
group_149,Sky High Fiber Honey Toast,055_65d49691977bcd0001feea40.json,104,Published
group_149,Sky High Fiber Honey Toast,058_65d49691977bcd0001feea40.json,104,Removed
group_149,MERGED: Sky High Fiber Honey Toast,merged_055_65d49691977bcd0001feea40.json,N/A,Merged
group_150,Tinolang Tahong,157_65d49747977bcd0001feee07.json,108,Published
group_150,Tinolang Tahong,154_65d49747977bcd0001feee07.json,108,Removed
group_150,MERGED: Tinolang Tahong,merged_157_65d49747977bcd0001feee07.json,N/A,Merged
group_151,Wagyupsal,022_65d49715977bcd0001feed04.json,110,Published
group_151,Wagyupsal,025_65d49715977bcd0001feed04.json,110,Removed
group_151,MERGED: Wagyupsal,merged_022_65d49715977bcd0001feed04.json,N/A,Merged
group_152,Adlai Carrot Fried Rice,289_65d49628977bcd0001fee809.json,105,Published
group_152,Adlai Carrot Fried Rice,292_65d49628977bcd0001fee809.json,105,Removed
group_152,MERGED: Adlai Carrot Fried Rice,merged_289_65d49628977bcd0001fee809.json,N/A,Merged
group_153,Radish Ensalada,095_65d495e4977bcd0001fee684.json,105,Published
group_153,Radish Ensalada,098_65d495e4977bcd0001fee684.json,105,Removed
group_153,MERGED: Radish Ensalada,merged_095_65d495e4977bcd0001fee684.json,N/A,Merged
group_154,Cream Dory Okra Adlai With Cane Vinegar Okra Dip,163_65d4973a977bcd0001feedc0.json,107,Published
group_154,Cream Dory Okra Adlai With Cane Vinegar Okra Dip,160_65d4973a977bcd0001feedc0.json,107,Removed
group_154,MERGED: Cream Dory Okra Adlai With Cane Vinegar Okra Dip,merged_163_65d4973a977bcd0001feedc0.json,N/A,Merged
group_155,Pesto Potato,318_65d495f3977bcd0001fee6d8.json,102,Published
group_155,Pesto Potato,321_65d495f3977bcd0001fee6d8.json,102,Removed
group_155,MERGED: Pesto Potato,merged_318_65d495f3977bcd0001fee6d8.json,N/A,Merged
group_156,Sweet Potato Pimento,206_65d496d5977bcd0001feebcc.json,104,Published
group_156,Sweet Potato Pimento,203_65d496d5977bcd0001feebcc.json,104,Removed
group_156,MERGED: Sweet Potato Pimento,merged_206_65d496d5977bcd0001feebcc.json,N/A,Merged
group_157,Beef Banana Blossom Pesto,224_65d496ad977bcd0001feeadd.json,105,Published
group_157,Beef Banana Blossom Pesto,227_65d496ad977bcd0001feeadd.json,105,Removed
group_157,MERGED: Beef Banana Blossom Pesto,merged_224_65d496ad977bcd0001feeadd.json,N/A,Merged
group_158,Coconut Tapioca Tortilla,229_65d496a1977bcd0001feea96.json,106,Published
group_158,Coconut Tapioca Tortilla,232_65d496a1977bcd0001feea96.json,106,Removed
group_158,MERGED: Coconut Tapioca Tortilla,merged_229_65d496a1977bcd0001feea96.json,N/A,Merged
group_159,2018/11/06 Dinner Chicke Gizzard,223_65d496b3977bcd0001feeb03.json,108,Published
group_159,2018/11/06 Dinner Chicke Gizzard,220_65d496b3977bcd0001feeb03.json,108,Removed
group_159,MERGED: 2018/11/06 Dinner Chicke Gizzard,merged_223_65d496b3977bcd0001feeb03.json,N/A,Merged
group_160,Steak With Asparagus Carrot Enoki,157_65d49740977bcd0001feedde.json,108,Published
group_160,Steak With Asparagus Carrot Enoki,160_65d49740977bcd0001feedde.json,108,Removed
group_160,MERGED: Steak With Asparagus Carrot Enoki,merged_157_65d49740977bcd0001feedde.json,N/A,Merged
group_161,Carrot Spaghetti With Meatballs,039_65d496ee977bcd0001feec41.json,108,Published
group_161,Carrot Spaghetti With Meatballs,036_65d496ee977bcd0001feec41.json,108,Removed
group_161,MERGED: Carrot Spaghetti With Meatballs,merged_039_65d496ee977bcd0001feec41.json,N/A,Merged
group_162,Creamy Egg Bellpepper Sesame,304_65d49608977bcd0001fee755.json,106,Published
group_162,Creamy Egg Bellpepper Sesame,307_65d49608977bcd0001fee755.json,106,Removed
group_162,MERGED: Creamy Egg Bellpepper Sesame,merged_304_65d49608977bcd0001fee755.json,N/A,Merged
group_163,Bolzico Lettuce Wrap,131_65d49792977bcd0001feef50.json,102,Published
group_163,Bolzico Lettuce Wrap,128_65d49792977bcd0001feef50.json,102,Removed
group_163,MERGED: Bolzico Lettuce Wrap,merged_131_65d49792977bcd0001feef50.json,N/A,Merged
group_164,Batutay With Mashpotato,116_65d497b2977bcd0001feeff0.json,105,Published
group_164,Batutay With Mashpotato,113_65d497b2977bcd0001feeff0.json,105,Removed
group_164,MERGED: Batutay With Mashpotato,merged_116_65d497b2977bcd0001feeff0.json,N/A,Merged
group_165,Creamy Honey Mustard Tuna Apple Salad,268_65d49657977bcd0001fee900.json,107,Published
group_165,Creamy Honey Mustard Tuna Apple Salad,271_65d49657977bcd0001fee900.json,107,Removed
group_165,MERGED: Creamy Honey Mustard Tuna Apple Salad,merged_268_65d49657977bcd0001fee900.json,N/A,Merged
group_166,Balsamic Vinaigrette,283_65d49637977bcd0001fee84c.json,103,Published
group_166,Balsamic Vinaigrette,286_65d49637977bcd0001fee84c.json,103,Removed
group_166,MERGED: Balsamic Vinaigrette,merged_283_65d49637977bcd0001fee84c.json,N/A,Merged
group_167,Globe Lunch,163_65d49736977bcd0001feeda9.json,104,Published
group_167,Globe Lunch,166_65d49736977bcd0001feeda9.json,104,Removed
group_167,MERGED: Globe Lunch,merged_163_65d49736977bcd0001feeda9.json,N/A,Merged
group_168,2018/11/02 Dinner Vegetables,266_65d49661977bcd0001fee93a.json,109,Published
group_168,2018/11/02 Dinner Vegetables,263_65d49661977bcd0001fee93a.json,109,Removed
group_168,MERGED: 2018/11/02 Dinner Vegetables,merged_266_65d49661977bcd0001fee93a.json,N/A,Merged
group_169,Sky High Fibre Toast Banana,068_65d49665977bcd0001fee952.json,107,Published
group_169,Sky High Fibre Toast Banana,065_65d49665977bcd0001fee952.json,107,Removed
group_169,MERGED: Sky High Fibre Toast Banana,merged_068_65d49665977bcd0001fee952.json,N/A,Merged
group_170,Beef Spaghetti Sauce,202_65d496d6977bcd0001feebd2.json,110,Published
group_170,Beef Spaghetti Sauce,205_65d496d6977bcd0001feebd2.json,110,Removed
group_170,MERGED: Beef Spaghetti Sauce,merged_202_65d496d6977bcd0001feebd2.json,N/A,Merged
group_171,2018/10/17 Lunch With Adobong Sitaw,144_65d4976a977bcd0001feeebb.json,103,Published
group_171,2018/10/17 Lunch With Adobong Sitaw,141_65d4976a977bcd0001feeebb.json,103,Removed
group_171,MERGED: 2018/10/17 Lunch With Adobong Sitaw,merged_144_65d4976a977bcd0001feeebb.json,N/A,Merged
group_172,Squid Ink Alog,029_65d49700977bcd0001feec9c.json,110,Published
group_172,Squid Ink Alog,032_65d49700977bcd0001feec9c.json,110,Removed
group_172,MERGED: Squid Ink Alog,merged_029_65d49700977bcd0001feec9c.json,N/A,Merged
group_173,2018/10/17 Dinner,218_65d496b8977bcd0001feeb1d.json,108,Published
group_173,2018/10/17 Dinner,221_65d496b8977bcd0001feeb1d.json,108,Removed
group_173,MERGED: 2018/10/17 Dinner,merged_218_65d496b8977bcd0001feeb1d.json,N/A,Merged
group_174,Fresh Mushroomsoup,049_65d496ac977bcd0001feead6.json,110,Published
group_174,Fresh Mushroomsoup,052_65d496ac977bcd0001feead6.json,110,Removed
